text,expected,predicted
"загнал тебе за черную шконку проверяй
",1.0,1.0
"Это как? Особенно там где есть бар. С Ваших слов получается ребят повязали на танцплощадке с кока-колой и минералкой. Я как-то сам ходил на концерт (выступление) и там представьте был бар, правда цены уж очень не маленькие по сравнению с магазином в 200 метрах от здания (раза в три четыре выше в баре).
",0.0,0.0
"Трейлер в Ютубе хорош. Будем смотреть.) Спасибо.
",0.0,0.0
"Далеко не все болезни одинаковы, есть чисто детские, есть чисто взрослые. Даже если болезни одинаковые, протекают и лечатся они у детей и взрослых зачастую по-разному
",0.0,0.0
"хохохо, а ты хорош! В
",0.0,1.0
"Работал мастером зарплата на севере 28к, уволился устроился на зарплату в 90к
",0.0,1.0
"1048576мб поделить на 40 26214, впечатляет
",0.0,0.0
"своей культуры Культура российской империи культура росийских немцев. Имперцы такие же же немцедрочеры по сути. Что ещё более забавно.
",1.0,0.0
"Вот вроде слова знакомые...) Я так понял, гештальт-терапия доступная обывателю неэффективна . Если я упомяну об этом в споре, меня спросят почему . Ну, потому что нерезультативна, и сами терапевты странно относятся к границам и нарушают их. Я правильно понимаю, что эта концепция просто не работает в силу особенностей нашего менталитета?
",0.0,0.0
"Для руСких это нормально, но думаю русские не оценили бы
",1.0,0.0
"Не работает родной бортовик, несколько дней назад загорелся чек. У меня есть елм 2,0 и покупная программа. Но где и какой диагностический разъем я не знаю.
",0.0,0.0
"Лоллирую с пидорашек. Каждый год мерзнут, на ТСН пишут, что вымерзают целые города, Кличко пишет в фейсбуке, что киевские школы, детсады и ВУЗы не будут работать в связи с отсутствием отопления, и молодые пидорашки могут кайфовать дома. В половине городов от отопления отключают кучу муниципальных зданий. Президент в официальном твиттере пишет ПРИКРУТИ И каждый год приходят на сосач пидорашки, и пишут но ведь все хохлы замерзли в прошлом году ... Сука, вот что за гнилой народец? Лишь бы перед москалями повыебываться и покрасоваться, мол не мерзнете вы. Похуй, что вы там последний хуй без соли доедаете, но обязательно нужно прийти к москалям, и рассказать, как вы хорошо живете.
",1.0,0.0
"Два чая этому господину!
",1.0,0.0
"Как она может вылить к вымиранию? Больше младенцев с расщеплением - больше операций - повышение врачебных навыков, развитие технологии операций - больше выживших.
",0.0,0.0
"О, Раска Федераска. Я здесь живу.
",0.0,1.0
"Cities Skylines как-то непонравился. Frostpunk уже прошел несколько раз. Игра супер, но по сути одноразовая и миссии за полдня проходятся.
",0.0,0.0
"Тред имени alexdarkstalker98
",1.0,1.0
"В моей практике работодатель уже второй раз отказывается оплачивать перевозку трудовой курьерской службой. Согласны только бесплатно почтой России. Либо курьерской службой за мой счет
",0.0,1.0
"А потом будете над хохлами ржать
",1.0,0.0
"Ждем фотки из Черноруссии
",1.0,1.0
"В полное нормальная схема, на моем производстве то же так делают, только далеко не сахар
",0.0,0.0
"И мост они защищают не от продавливания, а от деформации на излом кручение, гений. От деформации на сжатие там ничего не защищает, просто бетон сжать мягко говоря сложно, и толщина опор рассчитывается с учетом сопротивления материала на сжатие.
",0.0,0.0
"Как говорил наш преподаватель, работающий несколько лет в прошлом начальником ОСК: Самые богатые люди на ОС - это работники в здании решеток. Всегда есть чем поживиться . Один раз выловили целый миллион рублей. Миллион сливали в канализацию в течении месяца.
",0.0,0.0
"Ты опять выходишь на связь, шизик, тебя уже исключили из твоей сортиростроительной шараги?
",1.0,1.0
"Уточните регион, пожалуйста
",0.0,1.0
"И население 600 тыс человек.
",0.0,1.0
"Могу помочь со взломом сковородки.
",1.0,0.0
"Понятно, почему некоторые и так занимаются подобным. Но, по-моему, не совсем верно предполагать, что при отсутствии наказания все начнут все вокруг крушить, чтобы покрасоваться и самоутвердиться.
",0.0,0.0
"Уринировал на обоссанных путинских клоунов.
",1.0,1.0
"Двачую тебя, анончик. Олечка просто идеал женщины.
",0.0,1.0
"Практически в любом магазине, где продаются часы. Они настенные. А ещё есть способ переделать настенные часы, чтобы они ходили в обратную сторону. Погуглите, там все просто находится)
",0.0,0.0
"navalny Максим Галкин maxgalkinru задал мне вопрос. С удовольствием отвечаю: Максим, спасибо за то, что подняли такую важную проблему. Однако, согласиться с Вами не могу. Вы подаёте дело так, как будто Владимир Соловьёв - просто звезда шоу-бизнеса, наподобие американской Опры. Зарабатывает много, значит может покупать себе дома где угодно. Это не так. Соловьев - государственный пропагандист на государственном телевидении. Сейчас он везде и не вылезает с экрана не потому, что талантлив, а потому что в стране ТВ-монополия государства. Соловьёв готов врать больше других, вот его и держат на экране. Была бы реальная конкуренция между ток-шоу и их телеведущими, Соловьёв был бы там, где ему и место - третьесортным радиоведущим. Каким он собственно и был до того, как всех настоящих звезд ток-шоу с нашего телевидения не выгнали, а их программы не закрыли по соображениям цензуры. Максим, вы говорите о рейтингах и прибылях, которые Соловьёв приносит каналу Россия-1 , а я смотрю в таблицу бюджета нашей страны и вижу, что Россия-1 глубоко убыточна. Ежегодно получает бюджетную дотацию. 24,6 миллиарда рублей за прошлый год. 24 МИЛЛИАРДА, Максим. Этого бы хватило на то, чтобы оплатить операции всем больным детям в стране. Но ушло это на гонорары всяким соловьёвым, а потом превратилось в виллы на итальянском озере Комо. Так что это не Соловьёв приносит. А все мы - налогоплательщики - (и Вы тоже, Максим) приносим деньги ему в карман. И я не хочу оплачивать роскошную итальянскую жизнь этого лжеца, лицемера и мерзавца. Тут нет никакой ненависти к богатым, никакого большивизма. Только здравый смысл. Видео взято с телеканала Дождь , логотип обрезан не по злому умыслу, а потому что его отрезал инстаграм, делая ролик квадратным.
",1.0,0.0
"Есть Россия, та которая в сердце, в душе, остаток чистого. А есть рашка, раисся, пидоРашка. Состояние того, что сделали со страной чиновники
",1.0,0.0
"Гляну. Просто был не в курсе о существовании этого сериала. (Форс-мажоры что-то на 4 сезоне перестали нравиться)
",0.0,0.0
"Меня на ностальгию пробило. До 18 лет жила там. 28 го лечу в гости к родителям. Давно там не была. Смотрю ничего не изменилось.
",0.0,0.0
"То, о чём вы говорите - не есть полное выключение. Это парковка головок и остановка шпинделя.
",0.0,0.0
"Ну, формально причину отказа они не обязаны сообщать, все понимают что отказ в кредите по причине отказка от страховке, но вслух не говорят. Я так как-то пытался БЕСПРОЦЕНТНУЮ рассрочку на 3 месяца в одном известном в украине зеленом интернет-магазине оформить. Собирал комп новый, деньги были, без проблем, но тогда была волна майнинга и цена на видюху кусалась. Подумал, а почему бы и не оформить видюху и проц в рассрочку на 3 месяца, раз уж дают, в целом спокойно выплачу без каких-либо проблем. Ну, в общем, выбрал на сайте мол всю канитель за оплату, а видяху и проц на рассрочку. Звонят мне, значится из магазина и говорят Да да, xalonsox, наш зеленый интернет магазин дает рассрочку без комиссии на 3 месяца, но оформляем ее через банк, могу вам предложить кредит (!!!) от Такого-то банка . Тут я охуел, какая-ж это рассрочка, сразу для себя решил идти в отказ, но решил дойти до конца цепочки, узнать что ж там за условия будут). Говорю Отлично,у меня как раз зарплатный счет в этом банке, давайте . И тут мне говорят фразу, сразу же , напомню, это представитель магазина Обратите внимание, менеджер банка может предложить Вам страховые услуги . Эта же фраза была выслана в письие-подтверждении заявки на почту. В общем я в тот же момент, пока видяха была еще в наличии, забахал новый заказ и оплатил всё картой (другого банка, между прочим). Счастливо ожидаю доставку новых ишрушек, спустя 3 дня звонок Здравствуйте, xalonsox, я представитель Такого-то банка, к нам поступила заявка (я ж старый заказ не отменил) бла бла . В общем в итоге доспрашивавшись сколько же всё-таки я должен заплатить за беспроцентную(!!) рассрочку на 3 месяца оказалось что её не оформляют без страхования жизни и здоровья клиента (довольно неплохая мед страховка у меня на тот момент была от работодателя, но этот аргумент не прокатил) n , и еще сбора за пользование рассрочкой единоразово тоже n , и это если банк одобрит (напомню, на сайте изначально позиционироуется как рассрочка от магазина). Ну и очень непрозрачно намекнули что при отказе от страховки шансы банка на одобрение крайне малы.
",0.0,0.0
"Оу,думал не вам отвечаю,прошу прощения,перепутал комментатора
",0.0,0.0
"А как насчет цикла иллюстраций про детишек девяностых? Не тех, которые в теплоламповых картинках про детство и прочее, а отбитых полуголодных жизнерадостных ребят, прыгающих с гаражей, бросающих в костер найденные снаряды, топящих в лужах карбид, поджигающих тополиный пух, собирающих бутылки? Эффект расфокуса на картинке классный, и благодаря ему прямо представились арты с искаженной перспективой, с большим искаженным размытым взрослым миром за детскими фигурками.
",0.0,0.0
"а зачем люди себе покупают дорогое качественное авто? ведь запорожец или жигули выполняют абсолютно ту же функцию, а их можно купить аж 6ть! за те же деньги, правда круто! Сравнение понятно?
",0.0,0.0
"Пиздец, озонизация прогрессирует
",1.0,1.0
Ну и что такого? ко мне тоже 2 мента оружием ломились. Сказали - мы знаем что ты телефонный террорист признайся и подписывай мразь!!! у нас есть пруфы!!! вот и тут же убирают твой номер и голос твой!!! КАК ТЫ ОТКАЗЫВАЕШЬСЯ ПОДПИСЫВАТЬ ПРИЗНАТЕЛЬНОЕ?! КАКОЕ ТАКОЕ ХИСТОРИ ТЕЛЕФОННЫХ ЗВОНКОВ У ОПЕРАТОРА???? У ОПЕРАТОРА НЕТ ХИСТОРИ!!! ТОЛЬКО У НАС ЕСТЬ!!! показываю историю звонков мгтса ДА ЭТО ВСЕ ОБМАН!!! ОНИ У НИХ НЕ ПОКАЗЫВАЮТСЯ!!! ТАК. ЭТО ВООБЩЕ ТЕБЯ НАВЕРНОЕ ПОДСТАВИЛИ!!! ВООО ТАК. НАМ ПОРА. ПОПОЗЖЕ ВЫЗОВЕМ,1.0,1.0
"За бабки ходили полюбому с этим петухом, это даже по их лицу видно что им нахуй не нужна движуха эта. Лысый чёрт Воложанин свалил в Индию одним говном меньше стало, другим прибавилось подсос бородатого который похож на мойдодыра из фильма беспредел с открытым ртом который постоянно в перчатках еще канал говна открыл пиздец уже 360 тысяч дегенератов подписаны.
",1.0,0.0
"Это так печально. ( у меня у мамы СД2 плюс ожирение. 2 года я, не она боролась с ее сахаром 20. С ее пищевыми привычками она тоже могла сожрать пол кило конфет и целую булку. Инсулин бешеные дозы. Пока до нее не дошло что она умрет и очень быстро. Ттт. Слава богу, что дошло. Сейчас (спустя еще 2 года) -30 гк. И полное отсутствие лекарств от деабета. Все это благодаря только одной диеты. Вы правы, что советы никому не помогут, но и не хочу чтобы человек думал что общество его поддерживает в этом затяжном самоубийстве. А вам здоровья желаю! А всем не соблюдающем диеты осознанности и ответственности за свое здоровье.
",0.0,0.0
"С точки зрения пешехода - дичь. С точки зрения водителя (а именно на водителя в автошколе её учили), а так уж она неправа? К сожалению, если пешеход-мудак идет на красный или переходит вне пешеходного, это не дает вам права его сбивать. Собьете - во первых, заипетесь доказывать свою невиновность, во вторых, согласно ГК (ст. 1079), будете обязаны оплатить его лечение и моральный вред ВНЕ ЗАВИСИМОСТИ ОТ ВАШЕЙ ВИНЫ в дтп.",0.0,0.0
"Сейчас примерно так и происходит, только вместо акта конский ценник в квитанции.
",0.0,0.0
"Если билеты по 3-5 тысяч еще можно переплатить. Я обычно беру туда-обратно купе по 8 в одну сторону. Тут уже может и полторы тысячи набежать.. жадно становится.
",0.0,0.0
"Вот про эти сопки .... По этому у нас очень много машин в городе. Потому что пешком вверх пердячить (400-600 м примерно) от точки А до точки Б не каждый решится. Устаешь быстро. А летом гулять при высокой температуре воздуха и влажности 100 ? Вот и бесятся неместные, потому что для них это настолько неудобно и некомфортно. Я то к таким условиям привыкла и, откровенно говоря, мне нравится. Гуляю с удовольствием. В Москве вообще равнина, серые здания, скукота такая.
",0.0,0.0
"У меня карта примерно 4х4.5км у тебя примерно 3х3.5км примерно сопоставимо по плотности. 3-7 пятёрочек на 1 квадратный км.
",0.0,0.0
"Борщ конечно годные рецепты показывает, но нахрена он везде свою пизду суёт? Ну попала пизда на стрим ну закрой ей ебальник, её высеры никому не интересны, я смотрю кулинарный канал, а не бложик тупой пизды.
",1.0,0.0
"1. ОБВЕДИ МНЕ, БЛЯДЬ, ОБРАТНОЕ НАПРЯЖЕНИЕ НА ВТОРОМ ГРАФИКЕ. 2. И что с того, что светодиоды стоят после кондера? Ток в обратном направлении течет? Нет. Значит кондеру похуй где именно стоит диод. 3. Самая простая лампочка действительно может состоять из резистора и светодиодов. Прослужит недолго, правда, но прослужит.
",1.0,0.0
"Раз музей, значит не сожгут
",0.0,1.0
"Так это же скаморца! Я на рынке каждую субботу вижу такие
",0.0,0.0
"Нужно составить диаграмму для всех вариантов гендерного (не)определения.
",0.0,0.0
"Да блин, да сколько можно! Да читайте же все! Он выплатил уже большую часть долга когда все что можно арестовали.
",0.0,0.0
"С того хрена, что и на станциях, которые находятся уже в Москве, народа тьма заходила (имеется в виду направление из Кубинки в Мск).
",0.0,0.0
"Ну кстати, если говорить о сельских жителях, то хохлы попрацовитее будут чем кацапы. У хохлов огородик, садочок вишневый биля хаты, обязательно палисадник с цветочками, плезир одним словом, как царь Петр говорил. У кацапа дом из бревен, и помойка во дворе, как у цыган.
",1.0,0.0
"тусклый фонарик никого не потревожит, разве что пол в комнатах тоже черный
",1.0,0.0
"пмз-шка это да, монстр еще тот. одеяла стегать, сапоги прошивать, шинель строчить. Была такая машина.
",1.0,0.0
"OneWeb стал значимым заказчиком продукции российской ракетно-космической промышленности. Это 21 ракета-носитель Союз производства РКЦ Прогресс , разгонные блоки Фрегат производства НПО им. Лавочкина, более 600 спутниковых двигателей производства ОКБ Факел , Ибать... А пруфы, можно? Или Гос. тайна?
",0.0,0.0
"ЦИФРЫ, блять, не сходятся. Вот как вам отвечать после упороты ? Ну да, ладно, что взять с человека, который считает, что в молоке ничего кроме жира нету? Ну, коли вы кроме арифметики ничего не знаете, с нее и начнем! От исходных 50-ти литров осталось 12 ... ну, край 15 литров сыворотки вместе с пахтой. Куды остальное девалось? А!? Я вас спрашиваю! Раз у вас пять по арифметике? 50(молоко)-15(сыворотка 35(продукция) 35-2,2-4,5-2,5-1 24,8 Прикинбье!!!! 24,8 килов продукции просто спижжено!!! Утаили, блять от общественности!!! Если считать по-вашему , то остальное в молоке был жир? И этот только жир перешел в состояние масла, сыра, творога, рикотты? Вы не судите о людях по себе? Прибёг, проорал, обвинил ... Навальныйбля! А знаний и понимания предмета то и нет. Один пиздёж и желание оскатинить окружающих. Да к тому же еще и ..., в общем, товарищ, идите, погуглите про составы продуктов и из чего и как они состоят. Поучите физику процесса. Хотя ... вы вряд ли сможете понять все эти элементарные ..., это не огульно обвинять и пиздеть о том, чего не понимаешь. Скучно с вами. Неконструктивный вы. Вам на митинг надо!
",1.0,0.0
"Напоминает новую машину в минимальной комплектации, но соответствующую всем стандартам.
",0.0,0.0
"Ну хер знает, проходняка откровенного тоже много было. Просто запоминается только лучшее. Если слушать только топы чартов прошлых лет, то кажется , что раньше только годноту писали. К по факту-то фигни всякой тоже было много. У меня по-поводу песен из Приключений Электроника семья напополам разделилась: я и старший считаем их унылым бредом, а жена и младшие с удовольствием поют
",0.0,0.0
"Абхазия и Южная Осетия не являются частью России. Рашка забрала их себе у Грузии. Но наебала так же, как драмбасян. Они хотели зарплаты как в России, а получили разруху и воровство в 10 раз больше, чем в России. Потому что сами ничего не умеют, а русские не имеют ни навыков, ни желания делать им реформы. Западу при это удалось сделать из Грузии если не конфетку, то хоть что-то съедобное.
",1.0,0.0
"Погрешности всё равно были, плюс у многих треков скорость плавала. Я всегда ориентировался на слух
",0.0,0.0
"Да не мёд дорогой, а сервису нельзя видать заниматься заменой масла за платно(не знаю у по чему но логика подсказывает). Вот и покупаешь по сути услугу замена масла а по чекам мёд .
",0.0,0.0
"Если бабок нет, а спорта хочется - покупаешь пс4, хороший монитор, наушники и руль. Покупаешь гран туризмо спорт или дирт последний. Fia признает их автоспортом и проводит официальные чемпионаты. (Хотя про дирт не уверен) Либо прокатный картинг - обычно не больше 700р за 10 минут. Как научишься есть вариант покупки своего карта, там цена от 100к за карт без двигвтеля. Ну мне вот прокатного хватает чтобы понять свой скил и найти свой лимит. Мне например для улучшения времени уже еженедельных заездов не хватает, надо и карт свой и ездить чаще, но считаю такие траты на хобби необоснованными. И времени не хватает.
",0.0,0.0
"То чувство, когда тебе 15 но ты знаешь половину этих пунктов
",1.0,1.0
"Дистиллированная вода не утоляет жажду
",0.0,0.0
С чего начать изучать философию?,1.0,1.0
"ну мерзавцы есть везде и как правило с бумажками у них все нормально! И билет, и ордена..
",1.0,0.0
"Это СЛИШКОМ грустно. Тут даже посмеятся не выйдет. Это воплощение унылого говна. Хотя майка, конечно, нагоняет дурные мысли.",1.0,0.0
Так самсунг продали компании Hanwha. Причем продали с заводами. Так что процессор как был wisenet так и остался wisenet. И камеры их новой линейки даже аксис кроют.,0.0,0.0
"Мин стоимость поездки на эко 120р, на комфорте 140р. Это в будни и без кэфа. Так как такси не основная работа могу позволить себе катать ток в выгодные для меня дни)
",0.0,0.0
"Если рассматривать только количество транзисторов (оригинальный закон Мура), то все так - Вы правы. Если рассматривать измененный закон, то в реальности мы видим очень близкие значения прогресса.
",0.0,0.0
"Я понимаю что дополнительный гемор, но что мешало оформить доставку через синего слоупока(почты РФ) наложенным платежом?
",0.0,0.0
Не дает на 4м свидании-не стоит тратить время.,0.0,0.0
"да я не против, но имеем, что имеем. По большому счету, это прямое ограничение доступа к правосудию. ЦАФАП должен прислать постановление- ЦАФАП не выполнил - суду пофиг, раз нет, то и обжаловать нельзя. Инстанции пройдены, меня такая практика очень удивляет с логической точки зрения.
",0.0,0.0
"Стоп Хам для польских лосей, а у нас они тупые олени!
",1.0,0.0
"ТС, лучше реально за рубеж попробуй. Болгария, Черногория и т.д.
",0.0,1.0
"Ну че ты сразу про блядство то? Может, жена давно тебя ненавидит и ищет по лесам бледную поганку, а ты этого не понимаешь, и потому не можешь ни исправить, ни предотвратить. Взаимоотношения полов в браке не заканчиваются.
",1.0,1.0
"вот они секреты российской медицины. и этому они 6 лет учатся)
",0.0,0.0
"Горькая правда лучше сладкой лжи.
",1.0,0.0
"И что, в Саратове такая машина есть. Только туда отправлять далеко. Что в Москве или области нет такого станка? Я же не говорю про частный ремонт.
",0.0,0.0
"А если ложноположительные результаты были в положительной динамике на протяжении 10 лет? У меня эту динамику показали в виде графика врачи с 6 до 16 лет. Временам спадало, потом росло.
",0.0,0.0
"а какие есть пруфы, что контент в ютубе или на патреоне - это его единственный источник доходы и смысл всей жизни?
",0.0,0.0
"Слишком, блядь, мощно
",1.0,1.0
"Приносили на ремонт, два светодиода мигают. Но насчёт квантовых и редкоземельных - правда. Арсений и галлий - вроде редкоземельные элементы (материалы светодиода)?
",0.0,0.0
"В Оренбурге компании? Я и сейчас 3ма не приложу где уборщицу срочно вызвать на дом. На Авито если только искать.
",0.0,0.0
"Были ли за 5 лет внештатные ситуации? Не подумал бы что работник неба будет рисовать картины о море
",0.0,0.0
"я в курсе, даже пиндосы не остановили внезапную смерть, хотя сама гордеева мне глубоко симпатична - ибо наша
",1.0,0.0
"это не обязательно для живых, бывает когда памятник не на что поставить уже несколько лет...",0.0,0.0
"Интересно, а что преподаватель конкретно критиковал и говорил про эту работу?
",0.0,0.0
"Так мне как продавцу толку то от этого? Не тот это случай. Это когда я залил соляры на 700 и сказал что расход большой дав чек на 1500, из них 700 в карман, 100 рублей чек липовый.
",0.0,0.0
"А как ты относишься к эксперименту Гезелля и идее отказа от накопительной функции денег вообще? Погуглил, почитал по-диагонали. Это же подразумевает регуляцию. Ну и нахуй оно надо? Я не против денег с высокой волатильностью, но давать власть над этими деньгами - это идея очень плохая. На мой взгляд, надо идти в сторону большейпрозрачности общественных структур и контроля со стороны частных лиц. Это, несомненно, уже шаг в правильном направлении. Для меня, если я сам не произвожу фальшивок, тогда получается двойное наебалово: и государством, и фальшивомонетчиком Это так. С другой стороны, деньги из государства к тебе не попадают никак, так что для общества в целом уж лучше наеб со стороны участников общества. А что мы вложим, если у нас деньги - ресурс ограниченный ? Собирать будем долго и в ущерб чему-то ещё Ну, простите, есть же еще налоги легальный грабеж. А так наеб по всем фронтам. Так и несамоценные деньги - тоже. Так что всё по-рыночному Ну да. Любые деньги так или иначе подчиняются законам спроса и предложения. Но уж лучше децентрализация тогда уж. Можешь, конечно. Есть инструменты обхода вроде биткоин-миксеров. Конечно, это уже костыли, так как сам биток как валюта не очень совершенен, мягко говоря. Крипта намного удобнее уже появилась, а со временем удачные варианты и приобретут капитализацию и спрос. Как сказали выше, биток скорее подходит для хранения активов, а не для транзакций. экономическое принуждение никуда не делось Я бы назвал это ЭКОНОМИЧЕСКОЙ МОТИВАЦИЕЙ . Избавиться от нее значит избавиться от рынка и денег в целом, это уже ближе к коммунизму. Социал-дарвинизм и сейчас процветает, по сути. Просто в странах первого мира он скрыт за высоким уровнем жизни и развитым соц. государством Я думаю, это зависит от того, как смотреть. Так-то личные взаимоотношения тоже подчиняются рыночку, соответственно, неконкурентноспособные отмирают. Я считаю это нормальным, но это не значит, что все считают так же и не будут кидать деньги на благотворительность. Будут. И кстати, откуда берутся идеи вообще, в твоем представлении? Из головы? Я не очень понял вопрос. Т.е. спекулянты это хорошо? Да, спекулянты - это хорошо. Покажу примером на битке. Цена низка. Что сделает спекулянт? Закупит битков. Свободных битков стало меньше, их цена растет. Это выгодно всем, кто битки продает. Потом, скажем, цена сильно выросла. Что сделает спекулянт? Он продаст битки. Так как свободных битков стало больше, то их цена уменьшится, что выгодно тем, кто их покупает. Но, так или иначе, это выравнивает курс и делает скачки более редкими. Плохие спекулянты, которые закупают дорого и продают дешево, делают ровно противоположное. Но их решает рыночек убытками, поэтому долго они это делать не могут.
",1.0,0.0
"Если бы сьемки сделали полгода назад, то и опубликовали бы полгода назад. Логично.
",0.0,0.0
"Именно. Мне знакомая пожаловалась, что у неё уже месяц на приборной панели синяя медуза горит. Месяц ездила по дорогам с дальним светом. (бля буду не котолампа!)
",0.0,0.0
"История конечно жуть, и бабу на кол посадить изо всех сил... Но, я дико извиняюсь, кто из животинок таки Тимоша ?)
",1.0,0.0
"Не получается пока минус поставить,но я подожду.
",0.0,0.0
Там вроде оплата безналом была.,0.0,0.0
"Глубоко пофигу? Тем не менее ты вывалил историю на всеобщее обозрение. Для чего? Для одобрения какой ты крутой нескандалящий? Или ищешь одобрения в убеждении что вокруг все педорасы?
",1.0,1.0
"Говорят что обиженных в жопу долбят, но это не точно
",1.0,0.0
"Да ну, зубастая больно, хай дальше овощи жрет
",1.0,0.0
"Какой-то куколдский чемпионал. Русян русню отхлестала по защекам
",1.0,0.0
"Сложно сказать в каком времени там действие происходит. Вроде как все времена перемешались.
",0.0,0.0
"Двачные дурачки под свободой слово понимают свободу испаржняться ртом и тралить быдл . На то они и двачные дурачки, собственно.",1.0,1.0
"Из-за таких очков кажется, что у нее слишком мало лица на голове. Как будто шарик с рисунком криво надулся.
",1.0,0.0
"Им просто повезло, что у нас частный дом в городе. В квартиру столько не смогли бы взять
",0.0,0.0
м? человек - без уточнения степени знакомства.,0.0,0.0
"Я заказываю книги в Лабиринте уже более 5 лет и я в нем уверена. Ни разу мне не попадался ни брак, ни мятые книги.
",0.0,0.0
"Вся соль в деталях, чтобы людям хотелось рассматривать работу
",0.0,0.0
"Такое ощущение что та, которую двигает большое бабло , да. А взять ту же Star Wars, ну я пересматривал раз 20 наверное Rogue One, и Хан Соло мне тоже понравился. А вот смотреть 7-8 части не тянет вообще.
",0.0,0.0
"я и пробую посложнее - 3Д, вот только недешевое это удовольствие ради 5-20 минут досуга)
",0.0,0.0
"Мой тезис заключается в том что: вне зависимости от того как именно ты блочишь ресурсы в сети - сотрудник может слить информацию, если захочет. Перекрыть все каналы утечки это: - интранет, не связаная с интернетом. - сдача телефонов смартфонов флешек при входе в помещение - глушилка внутри помещения - специальные окна чтобы глушить аудиоволны - зеркальное покрытие занавески чтобы исключить способы передачи информации по оптическому каналу. И все равно, даже со всем этим - инфу можно будет утащить.
",0.0,0.0
"Только у меня в голове фоном музыка бала сатаны прозвучала?
",0.0,0.0
"Да нахуй ты мне это скинул? Если я теку от неё, естественно я пересмотрел её видосы. Но самый кайф на канале молодого человека, где он её за жопу хватает и пальцы в рот суёт. Если меня привлекают такие тян, я быдло?
",0.0,1.0
